	_id	name	search_url
12	qiita_10768	Qiita Multidata Example	"https://www.google.com/search?q=""Qiita+Multidata+Example"""
13	NCBI_SRA_SRP147934	RNA-binding proteins govern neural progenitor hierarchy during development and tumorigenesis	"https://www.google.com/search?q=""RNA-binding+proteins+govern+neural+progenitor+hierarchy+during+development+and+tumorigenesis"""
14	ZENODO_902692	Supplementary material 4 from: de Jong Y, Kouwenberg J, Boumans L, Hussey C, Hyam R, Nicolson N, Kirk P, Paton A, Michel E, Guiry M, Boegh P, Pedersen H, Enghoff H, von Raab-Straube E, Güntsch A, Geoffroy M, Müller A, Kohlbecker A, Berendsohn W, Appeltans W, Arvanitidis C, Vanhoorne B, Declerck J, Vandepitte L, Hernandez F, Nash R, Costello M, Ouvrard D, Bezard-Falgas P, Bourgoin T, Wetzel F, Glöckler F, Korb G, Ring C, Hagedorn G, Häuser C, Aktaç N, Asan A, Ardelean A, Borges P, Dhora D, Khachatryan H, Malicky M, Ibrahimov S, Tuzikov A, De Wever A, Moncheva S, Spassov N, Chobot K, Popov A, Boršić I, Sfenthourakis S, Kõljalg U, Uotila P, Olivier G, Dauvin J, Tarkhnishvili D, Chaladze G, Tuerkay M, Legakis A, Peregovits L, Gudmundsson G, Ólafsson E, Lysaght L, Galil B, Raimondo F, Domina G, Stoch F, Minelli A, Spungis V, Budrys E, Olenin S, Turpel A, Walisch T, Krpach V, Gambin M, Ungureanu L, Karaman G, Kleukers R, Stur E, Aagaard K, Valland N, Moen T, Bogdanowicz W, Tykarski P, Węsławski J, Kędra M, M. de Frias Martins A, Abreu A, Silva R, Medvedev S, Ryss A, Šimić S, Marhold K, Stloukal E, Tome D, Ramos M, Valdés B, Pina F, Kullander S, Telenius A, Gonseth Y, Tschudin P, Sergeyeva O, Vladymyrov V, Rizun V, Raper C, Lear D, Stoev P, Penev L, Rubio A, Backeljau T, Saarenmaa H, Ulenberg S (2015) PESI - a taxonomic backbone for Europe. Biodiversity Data Journal 3: e5848. https://doi.org/10.3897/BDJ.3.e5848	"https://www.google.com/search?q=""Supplementary+material+4+from:+de+Jong+Y,+Kouwenberg+J,+Boumans+L,+Hussey+C,+Hyam+R,+Nicolson+N,+Kirk+P,+Paton+A,+Michel+E,+Guiry+M,+Boegh+P,+Pedersen+H,+Enghoff+H,+von+Raab-Straube+E,+Güntsch+A,+Geoffroy+M,+Müller+A,+Kohlbecker+A,+Berendsohn+W,+Appeltans+W,+Arvanitidis+C,+Vanhoorne+B,+Declerck+J,+Vandepitte+L,+Hernandez+F,+Nash+R,+Costello+M,+Ouvrard+D,+Bezard-Falgas+P,+Bourgoin+T,+Wetzel+F,+Glöckler+F,+Korb+G,+Ring+C,+Hagedorn+G,+Häuser+C,+Aktaç+N,+Asan+A,+Ardelean+A,+Borges+P,+Dhora+D,+Khachatryan+H,+Malicky+M,+Ibrahimov+S,+Tuzikov+A,+De+Wever+A,+Moncheva+S,+Spassov+N,+Chobot+K,+Popov+A,+Boršić+I,+Sfenthourakis+S,+Kõljalg+U,+Uotila+P,+Olivier+G,+Dauvin+J,+Tarkhnishvili+D,+Chaladze+G,+Tuerkay+M,+Legakis+A,+Peregovits+L,+Gudmundsson+G,+Ólafsson+E,+Lysaght+L,+Galil+B,+Raimondo+F,+Domina+G,+Stoch+F,+Minelli+A,+Spungis+V,+Budrys+E,+Olenin+S,+Turpel+A,+Walisch+T,+Krpach+V,+Gambin+M,+Ungureanu+L,+Karaman+G,+Kleukers+R,+Stur+E,+Aagaard+K,+Valland+N,+Moen+T,+Bogdanowicz+W,+Tykarski+P,+Węsławski+J,+Kędra+M,+M.+de+Frias+Martins+A,+Abreu+A,+Silva+R,+Medvedev+S,+Ryss+A,+Šimić+S,+Marhold+K,+Stloukal+E,+Tome+D,+Ramos+M,+Valdés+B,+Pina+F,+Kullander+S,+Telenius+A,+Gonseth+Y,+Tschudin+P,+Sergeyeva+O,+Vladymyrov+V,+Rizun+V,+Raper+C,+Lear+D,+Stoev+P,+Penev+L,+Rubio+A,+Backeljau+T,+Saarenmaa+H,+Ulenberg+S+(2015)+PESI+-+a+taxonomic+backbone+for+Europe.+Biodiversity+Data+Journal+3:+e5848.+https://doi.org/10.3897/BDJ.3.e5848"""
15	VIVLI_067121b3-ece4-4b5f-b16b-e4cfb6aa752a	Dataset from A single-centre, single-dose, double-blind, double-dummy, placebo-controlled, randomised, three-way crossover study to compare the duration of action of SERETIDE DISKUS 50/100mcg versus formoterol/budesonide combination 4.5/160mcg Breath-Actuated Dry Powder Inhaler (BADPI) in subjects with asthma	"https://www.google.com/search?q=""Dataset+from+A+single-centre,+single-dose,+double-blind,+double-dummy,+placebo-controlled,+randomised,+three-way+crossover+study+to+compare+the+duration+of+action+of+SERETIDE+DISKUS+50/100mcg+versus+formoterol/budesonide+combination+4.5/160mcg+Breath-Actuated+Dry+Powder+Inhaler+(BADPI)+in+subjects+with+asthma"""
16	clinepidb_DS_d70aacce42	Jilinde Prospective Cohort	"https://www.google.com/search?q=""Jilinde+Prospective+Cohort"""
17	VDJ_PRJEB1289	Bashford-Rogers et al., Network properties derived from deep sequencing of human B-cell receptor repertoires delineate B-cell populations	"https://www.google.com/search?q=""Bashford-Rogers+et+al.,+Network+properties+derived+from+deep+sequencing+of+human+B-cell+receptor+repertoires+delineate+B-cell+populations"""
18	clinepidb_DS_4d0fe88b6b	SCORE Niger <i>S. haematobium</i> Cluster Randomized Trial	"https://www.google.com/search?q=""SCORE+Niger+S.+haematobium+Cluster+Randomized+Trial"""
19	clinepidb_DS_eddb4757ba	SCORE Zanzibar <i>S. haematobium</i> Cluster Randomized Trial	"https://www.google.com/search?q=""SCORE+Zanzibar+S.+haematobium+Cluster+Randomized+Trial"""
20	VDJ_PRJNA724733	Distinct populations of antigen-specific tissue-resident CD8+ T cells in human cervix mucosa	"https://www.google.com/search?q=""Distinct+populations+of+antigen-specific+tissue-resident+CD8++T+cells+in+human+cervix+mucosa"""
21	VDJ_PRJNA280743	Tipton et al., Diversity, cellular origin and autoreactivity of antibody-secreting cell population expansions in acute systemic lupus erythematosus	"https://www.google.com/search?q=""Tipton+et+al.,+Diversity,+cellular+origin+and+autoreactivity+of+antibody-secreting+cell+population+expansions+in+acute+systemic+lupus+erythematosus"""
22	VDJ_PRJNA316033	Chen et al., T cell Beta chain repertoire analysis reveals intratumour heterogeneity of tumour-infiltrating lymphocytes in oesophageal squamous cell carcinoma	"https://www.google.com/search?q=""Chen+et+al.,+T+cell+Beta+chain+repertoire+analysis+reveals+intratumour+heterogeneity+of+tumour-infiltrating+lymphocytes+in+oesophageal+squamous+cell+carcinoma"""
23	clinepidb_DS_1595200bb8	PERCH Case Control	"https://www.google.com/search?q=""PERCH+Case+Control"""
24	VDJ_PRJNA362309	T follicular helper and T follicular regulatory cells have different TCR specificity	"https://www.google.com/search?q=""T+follicular+helper+and+T+follicular+regulatory+cells+have+different+TCR+specificity"""
25	clinepidb_DS_0ad509829e	PRISM ICEMR Cohort	"https://www.google.com/search?q=""PRISM+ICEMR+Cohort"""
26	VDJ_1371444213709729305-242ac11c-0001-012	T cell receptor repertoires after adoptive transfer of expanded allogeneic regulatory T cells	"https://www.google.com/search?q=""T+cell+receptor+repertoires+after+adoptive+transfer+of+expanded+allogeneic+regulatory+T+cells"""
27	VDJ_2YNBAIAJ	omega	"https://www.google.com/search?q=""omega"""
28	clinepidb_DS_be1995b20b	India ICEMR DAMaN Quasi-experimental Stepped-wedge	"https://www.google.com/search?q=""India+ICEMR+DAMaN+Quasi-experimental+Stepped-wedge"""
29	VDJ_PRJNA312319	Zvyagin et al., Tracking T-cell immune reconstruction after TCR/CD19-depleted hematopoietic cells transplantation in children	"https://www.google.com/search?q=""Zvyagin+et+al.,+Tracking+T-cell+immune+reconstruction+after+TCR/CD19-depleted+hematopoietic+cells+transplantation+in+children"""
30	VDJ_PRJNA368623	Snir et al., Stereotyped antibody responses target posttranslationally modified gluten in celiac disease	"https://www.google.com/search?q=""Snir+et+al.,+Stereotyped+antibody+responses+target+posttranslationally+modified+gluten+in+celiac+disease"""
31	VDJ_SRP001460	Boyd et al., Measurement and Clinical Monitoring of Human Lymphocyte Clonality by Massively Parallel V-D-J Pyrosequencing	"https://www.google.com/search?q=""Boyd+et+al.,+Measurement+and+Clinical+Monitoring+of+Human+Lymphocyte+Clonality+by+Massively+Parallel+V-D-J+Pyrosequencing"""
32	clinepidb_DS_f3ce0be2f1	Myanmar ICEMR Malaria Cohort	"https://www.google.com/search?q=""Myanmar+ICEMR+Malaria+Cohort"""
33	clinepidb_DS_d6a1141fbf	SCORE <i>S. mansoni</i> Cluster Randomized Trial	"https://www.google.com/search?q=""SCORE+S.+mansoni+Cluster+Randomized+Trial"""
34	VDJ_PRJNA549712	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	"https://www.google.com/search?q=""A+pathogenic+and+clonally+expanded+B+cell+transcriptome+in+active+multiple+sclerosis"""
35	VDJ_TAZQRXHQ	omega	"https://www.google.com/search?q=""omega"""
36	VDJ_PRJNA248475	B cells populating the multiple sclerosis brain mature in the draining cervical lymph nodes	"https://www.google.com/search?q=""B+cells+populating+the+multiple+sclerosis+brain+mature+in+the+draining+cervical+lymph+nodes"""
37	VDJ_PRJNA315543	Sims et al., Diversity and divergence of the glioma-infiltrating T-cell receptor repertoire	"https://www.google.com/search?q=""Sims+et+al.,+Diversity+and+divergence+of+the+glioma-infiltrating+T-cell+receptor+repertoire"""
38	DDE_81f5fb50e9fefb2c	"Genetic Variants Associated with Tacrolimus Metabolism in Kidney Transplant Recipients
"	"https://www.google.com/search?q=""Genetic+Variants+Associated+with+Tacrolimus+Metabolism+in+Kidney+Transplant+Recipients
"""
