	_id	name	search_url
26	veupathdb_DS_2b7b4820e2	Male mosquito contribution towards malaria transmission: mating influences the Anopheles female midgut transcriptome and susceptibility to human malaria parasites	"https://www.google.com/search?q=""Male+mosquito+contribution+towards+malaria+transmission:+mating+influences+the+Anopheles+female+midgut+transcriptome+and+susceptibility+to+human+malaria+parasites"""
27	veupathdb_DS_a363c3f7a3	<i>Fusarium oxysporum</i> f. sp. conglutinans Fo5176 Genome Sequence and Annotation	"https://www.google.com/search?q=""Fusarium+oxysporum+f.+sp.+conglutinans+Fo5176+Genome+Sequence+and+Annotation"""
28	veupathdb_DS_c732cd15f2	XXX	"https://www.google.com/search?q=""XXX"""
29	GSE180658	Oxidative damage and delayed replication allow viable Mycobacterium tuberculosis to go undetected II	"https://www.google.com/search?q=""Oxidative+damage+and+delayed+replication+allow+viable+Mycobacterium+tuberculosis+to+go+undetected+II"""
30	veupathdb_DS_90acb84680	Franklin County Public Health data in Franklin county, Ohio, 2014.	"https://www.google.com/search?q=""Franklin+County+Public+Health+data+in+Franklin+county,+Ohio,+2014."""
31	veupathdb_DS_e150e28158	Lee County Mosquito Control Department data in Lee county, Florida, 2018.	"https://www.google.com/search?q=""Lee+County+Mosquito+Control+Department+data+in+Lee+county,+Florida,+2018."""
32	IMMPORT_SDY194	Innate Immune Pathways in Elderly and Immunosuppressed Populations 2011	"https://www.google.com/search?q=""Innate+Immune+Pathways+in+Elderly+and+Immunosuppressed+Populations+2011"""
33	veupathdb_DS_b146c9913b	<i>Mus musculus</i> C57BL6J Genome Sequence and Annotation	"https://www.google.com/search?q=""Mus+musculus+C57BL6J+Genome+Sequence+and+Annotation"""
34	IMMPORT_SDY1963	Protective efficacy of Ad26.COV2.S against SARS-CoV-2 B.1.351 in macaques	"https://www.google.com/search?q=""Protective+efficacy+of+Ad26.COV2.S+against+SARS-CoV-2+B.1.351+in+macaques"""
35	veupathdb_DS_b7fe1066d2	Schizont Phosphoproteome (3D7)(2012)	"https://www.google.com/search?q=""Schizont+Phosphoproteome+(3D7)(2012)"""
36	VDJ_PRJNA280743	Tipton et al., Diversity, cellular origin and autoreactivity of antibody-secreting cell population expansions in acute systemic lupus erythematosus	"https://www.google.com/search?q=""Tipton+et+al.,+Diversity,+cellular+origin+and+autoreactivity+of+antibody-secreting+cell+population+expansions+in+acute+systemic+lupus+erythematosus"""
37	ZENODO_7043385	Replication package of SkCoder	"https://www.google.com/search?q=""Replication+package+of+SkCoder"""
38	IMMPORT_SDY508	Humoral responses to West Nile virus	"https://www.google.com/search?q=""Humoral+responses+to+West+Nile+virus"""
39	veupathdb_DS_225f7390c4	Generic RNA-Seq for gene prediction	"https://www.google.com/search?q=""Generic+RNA-Seq+for+gene+prediction"""
40	IMMPORT_SDY1693	The association between vaginal bacterial composition and miscarriage	"https://www.google.com/search?q=""The+association+between+vaginal+bacterial+composition+and+miscarriage"""
41	veupathdb_DS_156f898056	Mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2015	"https://www.google.com/search?q=""Mosquito+surveillance,+Northwest+Mosquito+and+Vector+Control+District,+in+California,+USA,+2015"""
42	IMMPORT_SDY396	Immune Responses to Seasonal LAIV 2011-2012 Influenza Vaccination in Humans (see companion study SDY224,SDY564)	"https://www.google.com/search?q=""Immune+Responses+to+Seasonal+LAIV+2011-2012+Influenza+Vaccination+in+Humans+(see+companion+study+SDY224,SDY564)"""
43	veupathdb_DS_f61c67cce6	<i>Coccidioides immitis</i> RMSCC 2394 Genome Sequence	"https://www.google.com/search?q=""Coccidioides+immitis+RMSCC+2394+Genome+Sequence"""
44	veupathdb_DS_3ee4ff3b98	GPL9246 - OXFORD Anopheles gambiae Agilent 13k v1	"https://www.google.com/search?q=""GPL9246+-+OXFORD+Anopheles+gambiae+Agilent+13k+v1"""
45	ZENODO_902692	Supplementary material 4 from: de Jong Y, Kouwenberg J, Boumans L, Hussey C, Hyam R, Nicolson N, Kirk P, Paton A, Michel E, Guiry M, Boegh P, Pedersen H, Enghoff H, von Raab-Straube E, Güntsch A, Geoffroy M, Müller A, Kohlbecker A, Berendsohn W, Appeltans W, Arvanitidis C, Vanhoorne B, Declerck J, Vandepitte L, Hernandez F, Nash R, Costello M, Ouvrard D, Bezard-Falgas P, Bourgoin T, Wetzel F, Glöckler F, Korb G, Ring C, Hagedorn G, Häuser C, Aktaç N, Asan A, Ardelean A, Borges P, Dhora D, Khachatryan H, Malicky M, Ibrahimov S, Tuzikov A, De Wever A, Moncheva S, Spassov N, Chobot K, Popov A, Boršić I, Sfenthourakis S, Kõljalg U, Uotila P, Olivier G, Dauvin J, Tarkhnishvili D, Chaladze G, Tuerkay M, Legakis A, Peregovits L, Gudmundsson G, Ólafsson E, Lysaght L, Galil B, Raimondo F, Domina G, Stoch F, Minelli A, Spungis V, Budrys E, Olenin S, Turpel A, Walisch T, Krpach V, Gambin M, Ungureanu L, Karaman G, Kleukers R, Stur E, Aagaard K, Valland N, Moen T, Bogdanowicz W, Tykarski P, Węsławski J, Kędra M, M. de Frias Martins A, Abreu A, Silva R, Medvedev S, Ryss A, Šimić S, Marhold K, Stloukal E, Tome D, Ramos M, Valdés B, Pina F, Kullander S, Telenius A, Gonseth Y, Tschudin P, Sergeyeva O, Vladymyrov V, Rizun V, Raper C, Lear D, Stoev P, Penev L, Rubio A, Backeljau T, Saarenmaa H, Ulenberg S (2015) PESI - a taxonomic backbone for Europe. Biodiversity Data Journal 3: e5848. https://doi.org/10.3897/BDJ.3.e5848	"https://www.google.com/search?q=""Supplementary+material+4+from:+de+Jong+Y,+Kouwenberg+J,+Boumans+L,+Hussey+C,+Hyam+R,+Nicolson+N,+Kirk+P,+Paton+A,+Michel+E,+Guiry+M,+Boegh+P,+Pedersen+H,+Enghoff+H,+von+Raab-Straube+E,+Güntsch+A,+Geoffroy+M,+Müller+A,+Kohlbecker+A,+Berendsohn+W,+Appeltans+W,+Arvanitidis+C,+Vanhoorne+B,+Declerck+J,+Vandepitte+L,+Hernandez+F,+Nash+R,+Costello+M,+Ouvrard+D,+Bezard-Falgas+P,+Bourgoin+T,+Wetzel+F,+Glöckler+F,+Korb+G,+Ring+C,+Hagedorn+G,+Häuser+C,+Aktaç+N,+Asan+A,+Ardelean+A,+Borges+P,+Dhora+D,+Khachatryan+H,+Malicky+M,+Ibrahimov+S,+Tuzikov+A,+De+Wever+A,+Moncheva+S,+Spassov+N,+Chobot+K,+Popov+A,+Boršić+I,+Sfenthourakis+S,+Kõljalg+U,+Uotila+P,+Olivier+G,+Dauvin+J,+Tarkhnishvili+D,+Chaladze+G,+Tuerkay+M,+Legakis+A,+Peregovits+L,+Gudmundsson+G,+Ólafsson+E,+Lysaght+L,+Galil+B,+Raimondo+F,+Domina+G,+Stoch+F,+Minelli+A,+Spungis+V,+Budrys+E,+Olenin+S,+Turpel+A,+Walisch+T,+Krpach+V,+Gambin+M,+Ungureanu+L,+Karaman+G,+Kleukers+R,+Stur+E,+Aagaard+K,+Valland+N,+Moen+T,+Bogdanowicz+W,+Tykarski+P,+Węsławski+J,+Kędra+M,+M.+de+Frias+Martins+A,+Abreu+A,+Silva+R,+Medvedev+S,+Ryss+A,+Šimić+S,+Marhold+K,+Stloukal+E,+Tome+D,+Ramos+M,+Valdés+B,+Pina+F,+Kullander+S,+Telenius+A,+Gonseth+Y,+Tschudin+P,+Sergeyeva+O,+Vladymyrov+V,+Rizun+V,+Raper+C,+Lear+D,+Stoev+P,+Penev+L,+Rubio+A,+Backeljau+T,+Saarenmaa+H,+Ulenberg+S+(2015)+PESI+-+a+taxonomic+backbone+for+Europe.+Biodiversity+Data+Journal+3:+e5848.+https://doi.org/10.3897/BDJ.3.e5848"""
46	IMMPORT_SDY1514	An Observational Study of Childhood Food Allergy (CoFAR2)	"https://www.google.com/search?q=""An+Observational+Study+of+Childhood+Food+Allergy+(CoFAR2)"""
47	IMMPORT_SDY217	Orchestration of CD4 T cell epitope preferences after multi-peptide immunization	"https://www.google.com/search?q=""Orchestration+of+CD4+T+cell+epitope+preferences+after+multi-peptide+immunization"""
48	IMMPORT_SDY2258	Role of miR-2392 in driving SARS-CoV-2 infection	"https://www.google.com/search?q=""Role+of+miR-2392+in+driving+SARS-CoV-2+infection"""
49	veupathdb_DS_31c151e3e2	Anopheles culicifacies (Diptera, Culicidae) - DDT resistance in Sri Lanka prior to and after cessation of DDT spraying	"https://www.google.com/search?q=""Anopheles+culicifacies+(Diptera,+Culicidae)+-+DDT+resistance+in+Sri+Lanka+prior+to+and+after+cessation+of+DDT+spraying"""
50	veupathdb_DS_1875623839	Argonaute-Associated Small RNAs (WB)	"https://www.google.com/search?q=""Argonaute-Associated+Small+RNAs+(WB)"""
51	IMMPORT_SDY2016	The effect of secretor status and the vaginal microbiome on birth outcome	"https://www.google.com/search?q=""The+effect+of+secretor+status+and+the+vaginal+microbiome+on+birth+outcome"""
52	IMMPORT_SDY62	Vaccination with drifted variants of H5 hemagglutinin protein elicits a broadened antibody response	"https://www.google.com/search?q=""Vaccination+with+drifted+variants+of+H5+hemagglutinin+protein+elicits+a+broadened+antibody+response"""
53	veupathdb_DS_2a0a90eba6	Aligned genomic sequence reads - strains Cl3 and JRc14	"https://www.google.com/search?q=""Aligned+genomic+sequence+reads+-+strains+Cl3+and+JRc14"""
54	IMMPORT_SDY1029	Subcutaneous Immunotherapy for Cockroach (SCITCO/ICAC-18)	"https://www.google.com/search?q=""Subcutaneous+Immunotherapy+for+Cockroach+(SCITCO/ICAC-18)"""
55	IMMPORT_SDY736	Human Aging and CMV	"https://www.google.com/search?q=""Human+Aging+and+CMV"""
56	IMMPORT_SDY1995	Association of CD4+ CD8+ T cells with risk of plasma leakage in Dengue disease	"https://www.google.com/search?q=""Association+of+CD4++CD8++T+cells+with+risk+of+plasma+leakage+in+Dengue+disease"""
57	veupathdb_DS_107a700699	<i>Tremella mesenterica</i> DSM 1558 Genome Sequence and Annotation	"https://www.google.com/search?q=""Tremella+mesenterica+DSM+1558+Genome+Sequence+and+Annotation"""
58	IMMPORT_SDY1530	ZIKV ex vivo PBMCs study	"https://www.google.com/search?q=""ZIKV+ex+vivo+PBMCs+study"""
59	IMMPORT_SDY99	Primary seasonal influenza virus infection elicits CD4 T cells specific for genetically conserved epitopes that can be mobilized for cross protective immunity to pandemic H1N1 influenza	"https://www.google.com/search?q=""Primary+seasonal+influenza+virus+infection+elicits+CD4+T+cells+specific+for+genetically+conserved+epitopes+that+can+be+mobilized+for+cross+protective+immunity+to+pandemic+H1N1+influenza"""
60	veupathdb_DS_4d48c9bc76	Male and female sex-tissues vs carcass transcriptomes	"https://www.google.com/search?q=""Male+and+female+sex-tissues+vs+carcass+transcriptomes"""
61	veupathdb_DS_7207e44a8f	<i>Acanthamoeba palestinensis</i> Reich Genome Sequence	"https://www.google.com/search?q=""Acanthamoeba+palestinensis+Reich+Genome+Sequence"""
62	veupathdb_DS_05a7d4a66a	<i>Meyerozyma guilliermondii</i> ATCC 6260 Genome Sequence and Annotation	"https://www.google.com/search?q=""Meyerozyma+guilliermondii+ATCC+6260+Genome+Sequence+and+Annotation"""
63	IMMPORT_SDY2037	Passive transfer of Ad26.COV2.S-elicited IgG from humans attenuates SARS-CoV-2 disease in hamsters	"https://www.google.com/search?q=""Passive+transfer+of+Ad26.COV2.S-elicited+IgG+from+humans+attenuates+SARS-CoV-2+disease+in+hamsters"""
64	veupathdb_DS_b9fed8673e	Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2003	"https://www.google.com/search?q=""Maryland+Dept.+of+Agriculture+mosquito+surveillance,+Maryland,+USA,+2003"""
65	veupathdb_DS_949177cf0f	Proteome and phosphoproteome during intraerythrocytic development (Quantitative)	"https://www.google.com/search?q=""Proteome+and+phosphoproteome+during+intraerythrocytic+development+(Quantitative)"""
66	veupathdb_DS_ccdab23cd9	Metacyclic Stage Proteome	"https://www.google.com/search?q=""Metacyclic+Stage+Proteome"""
67	veupathdb_DS_612b87bb30	Transcriptome of Pyricularia oryzae isolates collected from Bangladeshi fields (aligned to BR32)	"https://www.google.com/search?q=""Transcriptome+of+Pyricularia+oryzae+isolates+collected+from+Bangladeshi+fields+(aligned+to+BR32)"""
68	IMMPORT_SDY1656	Sublingual Cockroach Safety Study (SCSS) (ICAC-10)	"https://www.google.com/search?q=""Sublingual+Cockroach+Safety+Study+(SCSS)+(ICAC-10)"""
69	veupathdb_DS_8756300c53	Insecticide resistant vs susceptible	"https://www.google.com/search?q=""Insecticide+resistant+vs+susceptible"""
70	IMMPORT_SDY520	Immunologic and genomic signatures of influenza vaccine response - 2013 (see companion studies SDY63, SDY404, SDY400)	"https://www.google.com/search?q=""Immunologic+and+genomic+signatures+of+influenza+vaccine+response+-+2013+(see+companion+studies+SDY63,+SDY404,+SDY400)"""
71	veupathdb_DS_4c9eea220a	<i>Enterospora canceri</i> strain GB1 Genome Sequence and Annotation	"https://www.google.com/search?q=""Enterospora+canceri+strain+GB1+Genome+Sequence+and+Annotation"""
72	veupathdb_DS_43031ce523	Over-expressed proteins in ΔprtT mutant	"https://www.google.com/search?q=""Over-expressed+proteins+in+ΔprtT+mutant"""
73	veupathdb_DS_f60aab36a5	Phylogenetic profiles for <i>P. falciparum</i> and  <i>P. yoelii</i>	"https://www.google.com/search?q=""Phylogenetic+profiles+for+P.+falciparum+and++P.+yoelii"""
74	veupathdb_DS_219737e539	State-wide mosquito surveillance in Iowa, USA, 2007 (New Jersey light trap)	"https://www.google.com/search?q=""State-wide+mosquito+surveillance+in+Iowa,+USA,+2007+(New+Jersey+light+trap)"""
75	veupathdb_DS_fc2be3ced9	State-wide mosquito surveillance in Iowa, USA, 1970 (New Jersey light trap)	"https://www.google.com/search?q=""State-wide+mosquito+surveillance+in+Iowa,+USA,+1970+(New+Jersey+light+trap)"""
76	IMMPORT_SDY1686	Dissecting maternal and fetal genetic effects underlying the associations between maternal phenotypes, birth outcomes, and adult phenotypes	"https://www.google.com/search?q=""Dissecting+maternal+and+fetal+genetic+effects+underlying+the+associations+between+maternal+phenotypes,+birth+outcomes,+and+adult+phenotypes"""
77	veupathdb_DS_ba9119a29a	Mosquito surveillance in Anastasia, Saint Johns County, Florida, USA. 2011	"https://www.google.com/search?q=""Mosquito+surveillance+in+Anastasia,+Saint+Johns+County,+Florida,+USA.+2011"""
78	veupathdb_DS_f51b6797d0	Divergent transcriptional response to thermal stress by Anopheles gambiae larvae carrying alternative arrangements of inversion 2La	"https://www.google.com/search?q=""Divergent+transcriptional+response+to+thermal+stress+by+Anopheles+gambiae+larvae+carrying+alternative+arrangements+of+inversion+2La"""
79	VDJ_PRJNA316033	Chen et al., T cell Beta chain repertoire analysis reveals intratumour heterogeneity of tumour-infiltrating lymphocytes in oesophageal squamous cell carcinoma	"https://www.google.com/search?q=""Chen+et+al.,+T+cell+Beta+chain+repertoire+analysis+reveals+intratumour+heterogeneity+of+tumour-infiltrating+lymphocytes+in+oesophageal+squamous+cell+carcinoma"""
80	veupathdb_DS_2ba0b031ca	Hyperacetylated histone H2A in bloodstream and procyclic form	"https://www.google.com/search?q=""Hyperacetylated+histone+H2A+in+bloodstream+and+procyclic+form"""
81	IMMPORT_SDY2170	C57BL/6J Mice Are Not Suitable for Modeling Severe SARS-CoV-2 Beta and Gamma Variant Infection	"https://www.google.com/search?q=""C57BL/6J+Mice+Are+Not+Suitable+for+Modeling+Severe+SARS-CoV-2+Beta+and+Gamma+Variant+Infection"""
82	IMMPORT_SDY2256	SARS-CoV-2 vaccines elicit durable immune responses in infant rhesus macaques	"https://www.google.com/search?q=""SARS-CoV-2+vaccines+elicit+durable+immune+responses+in+infant+rhesus+macaques"""
83	IMMPORT_SDY64	Aerosol vaccination in mice	"https://www.google.com/search?q=""Aerosol+vaccination+in+mice"""
84	veupathdb_DS_257199a4f2	Trypanosome-associated changes in the salivary gland	"https://www.google.com/search?q=""Trypanosome-associated+changes+in+the+salivary+gland"""
85	IMMPORT_SDY1928	Microbial-driven preterm labour involves crosstalk between the innate and adaptive immune response	"https://www.google.com/search?q=""Microbial-driven+preterm+labour+involves+crosstalk+between+the+innate+and+adaptive+immune+response"""
86	veupathdb_DS_3d5618c581	<i>Leptotrombidium deliense</i> UoL-UT Genome Sequence and Annotation	"https://www.google.com/search?q=""Leptotrombidium+deliense+UoL-UT+Genome+Sequence+and+Annotation"""
87	veupathdb_DS_7f6973790e	<i>Cryptosporidium hominis</i> UdeA01 Genome Sequence and Annotation	"https://www.google.com/search?q=""Cryptosporidium+hominis+UdeA01+Genome+Sequence+and+Annotation"""
88	veupathdb_DS_e206d9c8fe	Spatial Anopheles arabiensis (Diptera: Culicidae) insecticide resistance patterns across malaria-endemic regions of Botswana	"https://www.google.com/search?q=""Spatial+Anopheles+arabiensis+(Diptera:+Culicidae)+insecticide+resistance+patterns+across+malaria-endemic+regions+of+Botswana"""
89	IMMPORT_SDY1397	Systems Immune Profiling of Divergent Responses to Infection - Year2	"https://www.google.com/search?q=""Systems+Immune+Profiling+of+Divergent+Responses+to+Infection+-+Year2"""
90	IMMPORT_SDY2047	Protective efficacy of rhesus adenovirus COVID-19 vaccines against mouse-adapted SARS-CoV-2	"https://www.google.com/search?q=""Protective+efficacy+of+rhesus+adenovirus+COVID-19+vaccines+against+mouse-adapted+SARS-CoV-2"""
91	veupathdb_DS_9a20a7bfa0	Transcriptional profiling of strains with different levels of Mrr1 activity in Candida lusitaniae	"https://www.google.com/search?q=""Transcriptional+profiling+of+strains+with+different+levels+of+Mrr1+activity+in+Candida+lusitaniae"""
92	veupathdb_DS_af57b0e081	Head samples: 1) whole head including all appendages (maxillary palps, proboscises and antennae), 2) only antenna, 3) only eyes	"https://www.google.com/search?q=""Head+samples:+1)+whole+head+including+all+appendages+(maxillary+palps,+proboscises+and+antennae),+2)+only+antenna,+3)+only+eyes"""
93	veupathdb_DS_63733e001b	<i>Acanthamoeba astronyxis</i> Unknown Genome Sequence	"https://www.google.com/search?q=""Acanthamoeba+astronyxis+Unknown+Genome+Sequence"""
94	veupathdb_DS_376effce60	Mosquito surveillance in Marion County, Indiana, USA. 2008	"https://www.google.com/search?q=""Mosquito+surveillance+in+Marion+County,+Indiana,+USA.+2008"""
95	VDJ_SRP001460	Boyd et al., Measurement and Clinical Monitoring of Human Lymphocyte Clonality by Massively Parallel V-D-J Pyrosequencing	"https://www.google.com/search?q=""Boyd+et+al.,+Measurement+and+Clinical+Monitoring+of+Human+Lymphocyte+Clonality+by+Massively+Parallel+V-D-J+Pyrosequencing"""
96	veupathdb_DS_1f6804d53b	State-wide mosquito surveillance in Iowa, USA, 1986 (New Jersey light trap)	"https://www.google.com/search?q=""State-wide+mosquito+surveillance+in+Iowa,+USA,+1986+(New+Jersey+light+trap)"""
97	veupathdb_DS_b245962e6f	State-wide mosquito surveillance in Iowa, USA, 1980 (New Jersey light trap)	"https://www.google.com/search?q=""State-wide+mosquito+surveillance+in+Iowa,+USA,+1980+(New+Jersey+light+trap)"""
98	IMMPORT_SDY1657	The Underlying Mechanisms For S. Aureus Infection And Colonization Of Skin in People With Atopic Dermatitis With And Without Eczema Herpeticum (MRSA) (ADVN-10)	"https://www.google.com/search?q=""The+Underlying+Mechanisms+For+S.+Aureus+Infection+And+Colonization+Of+Skin+in+People+With+Atopic+Dermatitis+With+And+Without+Eczema+Herpeticum+(MRSA)+(ADVN-10)"""
99	veupathdb_DS_1018e6c09b	RNA-Seq analyses of fruiting body development	"https://www.google.com/search?q=""RNA-Seq+analyses+of+fruiting+body+development"""
100	IMMPORT_SDY1475	Expanded PD-1hi CXCR5- T peripheral helper cells promote B cells responses in lupus via IL-21	"https://www.google.com/search?q=""Expanded+PD-1hi+CXCR5-+T+peripheral+helper+cells+promote+B+cells+responses+in+lupus+via+IL-21"""
101	veupathdb_DS_7c45356b67	Exposure to deltamethrin affects development of Plasmodium falciparum inside wild pyrethroid resistant Anopheles gambiae s.s. mosquitoes in Uganda	"https://www.google.com/search?q=""Exposure+to+deltamethrin+affects+development+of+Plasmodium+falciparum+inside+wild+pyrethroid+resistant+Anopheles+gambiae+s.s.+mosquitoes+in+Uganda"""
102	veupathdb_DS_3779bfbffd	Genome-wide HP1 occupancy in Pv clinical isolate pool	"https://www.google.com/search?q=""Genome-wide+HP1+occupancy+in+Pv+clinical+isolate+pool"""
103	IMMPORT_SDY369	Systems Biology Approach to Study Influenza Vaccine in Children with Autoimmunity (Juvenile Dermatomyositis JDM) 2011/2012 Cohort (see companion studies SDY376, SDY372, SDY645)	"https://www.google.com/search?q=""Systems+Biology+Approach+to+Study+Influenza+Vaccine+in+Children+with+Autoimmunity+(Juvenile+Dermatomyositis+JDM)+2011/2012+Cohort+(see+companion+studies+SDY376,+SDY372,+SDY645)"""
104	veupathdb_DS_e317fe5ba2	Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 2005	"https://www.google.com/search?q=""Mosquito+surveillance+in+Desplaines+Valley+Mosquito+Abatement,+Illinois,+USA,+2005"""
105	veupathdb_DS_ad2a8214b5	<i>Metarhizium anisopliae</i> ARSEF 549 Genome Sequence and Annotation	"https://www.google.com/search?q=""Metarhizium+anisopliae+ARSEF+549+Genome+Sequence+and+Annotation"""
106	veupathdb_DS_de635f87f8	Aligned genomic sequence reads - strain TevSTIB805	"https://www.google.com/search?q=""Aligned+genomic+sequence+reads+-+strain+TevSTIB805"""
